Item Description,MonthDate,Value,YoY_Growth,MoM_Growth
Manufacture of chemicals and chemical products,01-10-2012,106.2,NULL,3.51
Manufacture of chemicals and chemical products,01-11-2012,98.7,NULL,-7.06
Manufacture of chemicals and chemical products,01-12-2012,105.5,NULL,6.89
Manufacture of chemicals and chemical products,01-01-2013,106.2,NULL,0.66
Manufacture of chemicals and chemical products,01-02-2013,101,NULL,-4.9
Manufacture of chemicals and chemical products,01-03-2013,109.7,NULL,8.61
Manufacture of chemicals and chemical products,01-04-2013,99.1,-1.29,-9.66
Manufacture of chemicals and chemical products,01-05-2013,107.7,4.66,8.68
Manufacture of chemicals and chemical products,01-06-2013,107.9,5.17,0.19
Manufacture of chemicals and chemical products,01-07-2013,114.3,8.96,5.93
Manufacture of chemicals and chemical products,01-08-2013,112.4,5.54,-1.66
Manufacture of chemicals and chemical products,01-09-2013,115.2,12.28,2.49
Manufacture of chemicals and chemical products,01-10-2013,109.8,3.39,-4.69
Manufacture of chemicals and chemical products,01-11-2013,105,6.38,-4.37
Manufacture of chemicals and chemical products,01-12-2013,112.6,6.73,7.24
Manufacture of chemicals and chemical products,01-01-2014,109.7,3.3,-2.58
Manufacture of chemicals and chemical products,01-02-2014,100.1,-0.89,-8.75
Manufacture of chemicals and chemical products,01-03-2014,111.7,1.82,11.59
Manufacture of chemicals and chemical products,01-04-2014,101.3,2.22,-9.31
Manufacture of chemicals and chemical products,01-05-2014,110.9,2.97,9.48
Manufacture of chemicals and chemical products,01-06-2014,110.9,2.78,0
Manufacture of chemicals and chemical products,01-07-2014,114.8,0.44,3.52
Manufacture of chemicals and chemical products,01-08-2014,111.4,-0.89,-2.96
Manufacture of chemicals and chemical products,01-09-2014,110.4,-4.17,-0.9
Manufacture of chemicals and chemical products,01-10-2014,104.6,-4.74,-5.25
Manufacture of chemicals and chemical products,01-11-2014,109.2,4,4.4
Manufacture of chemicals and chemical products,01-12-2014,111.7,-0.8,2.29
Manufacture of chemicals and chemical products,01-01-2015,110.8,1,-0.81
Manufacture of chemicals and chemical products,01-02-2015,102,1.9,-7.94
Manufacture of chemicals and chemical products,01-03-2015,112,0.27,9.8
Manufacture of chemicals and chemical products,01-04-2015,107.6,6.22,-3.93
Manufacture of chemicals and chemical products,01-05-2015,112.1,1.08,4.18
Manufacture of chemicals and chemical products,01-06-2015,112.6,1.53,0.45
Manufacture of chemicals and chemical products,01-07-2015,120.6,5.05,7.1
Manufacture of chemicals and chemical products,01-08-2015,112.2,0.72,-6.97
Manufacture of chemicals and chemical products,01-09-2015,116.7,5.71,4.01
Manufacture of chemicals and chemical products,01-10-2015,115.6,10.52,-0.94
Manufacture of chemicals and chemical products,01-11-2015,106.1,-2.84,-8.22
Manufacture of chemicals and chemical products,01-12-2015,115.2,3.13,8.58
Manufacture of chemicals and chemical products,01-01-2016,114.4,3.25,-0.69
Manufacture of chemicals and chemical products,01-02-2016,110.8,8.63,-3.15
Manufacture of chemicals and chemical products,01-03-2016,120.4,7.5,8.66
Manufacture of chemicals and chemical products,01-04-2016,109.6,1.86,-8.97
Manufacture of chemicals and chemical products,01-05-2016,119.8,6.87,9.31
Manufacture of chemicals and chemical products,01-06-2016,117.4,4.26,-2
Manufacture of chemicals and chemical products,01-07-2016,119.1,-1.24,1.45
Manufacture of chemicals and chemical products,01-08-2016,119.5,6.51,0.34
Manufacture of chemicals and chemical products,01-09-2016,116.9,0.17,-2.18
Manufacture of chemicals and chemical products,01-10-2016,117.1,1.3,0.17
Manufacture of chemicals and chemical products,01-11-2016,111.1,4.71,-5.12
Manufacture of chemicals and chemical products,01-12-2016,112.8,-2.08,1.53
Manufacture of chemicals and chemical products,01-01-2017,116.2,1.57,3.01
Manufacture of chemicals and chemical products,01-02-2017,114.2,3.07,-1.72
Manufacture of chemicals and chemical products,01-03-2017,124.7,3.57,9.19
Manufacture of chemicals and chemical products,01-04-2017,108.5,-1,-12.99
Manufacture of chemicals and chemical products,01-05-2017,113.6,-5.18,4.7
Manufacture of chemicals and chemical products,01-06-2017,110.2,-6.13,-2.99
Manufacture of chemicals and chemical products,01-07-2017,111.7,-6.21,1.36
Manufacture of chemicals and chemical products,01-08-2017,117.1,-2.01,4.83
Manufacture of chemicals and chemical products,01-09-2017,118.5,1.37,1.2
Manufacture of chemicals and chemical products,01-10-2017,116.9,-0.17,-1.35
Manufacture of chemicals and chemical products,01-11-2017,119.1,7.2,1.88
Manufacture of chemicals and chemical products,01-12-2017,119,5.5,-0.08
Manufacture of chemicals and chemical products,01-01-2018,120.1,3.36,0.92
Manufacture of chemicals and chemical products,01-02-2018,110.9,-2.89,-7.66
Manufacture of chemicals and chemical products,01-03-2018,126.9,1.76,14.43
Manufacture of chemicals and chemical products,01-04-2018,112.9,4.06,-11.03
Manufacture of chemicals and chemical products,01-05-2018,119.9,5.55,6.2
Manufacture of chemicals and chemical products,01-06-2018,116.5,5.72,-2.84
Manufacture of chemicals and chemical products,01-07-2018,116.4,4.21,-0.09
Manufacture of chemicals and chemical products,01-08-2018,126,7.6,8.25
Manufacture of chemicals and chemical products,01-09-2018,120.3,1.52,-4.52
Manufacture of chemicals and chemical products,01-10-2018,118,0.94,-1.91
Manufacture of chemicals and chemical products,01-11-2018,110.9,-6.88,-6.02
Manufacture of chemicals and chemical products,01-12-2018,122.4,2.86,10.37
Manufacture of chemicals and chemical products,01-01-2019,123.7,3,1.06
Manufacture of chemicals and chemical products,01-02-2019,111.6,0.63,-9.78
Manufacture of chemicals and chemical products,01-03-2019,128.9,1.58,15.5
Manufacture of chemicals and chemical products,01-04-2019,116.1,2.83,-9.93
Manufacture of chemicals and chemical products,01-05-2019,118.9,-0.83,2.41
Manufacture of chemicals and chemical products,01-06-2019,116,-0.43,-2.44
Manufacture of chemicals and chemical products,01-07-2019,124.6,7.04,7.41
Manufacture of chemicals and chemical products,01-08-2019,120.3,-4.52,-3.45
Manufacture of chemicals and chemical products,01-09-2019,118.8,-1.25,-1.25
Manufacture of chemicals and chemical products,01-10-2019,116.2,-1.53,-2.19
Manufacture of chemicals and chemical products,01-11-2019,120.2,8.39,3.44
Manufacture of chemicals and chemical products,01-12-2019,123,0.49,2.33
Manufacture of chemicals and chemical products,01-01-2020,124.9,0.97,1.54
Manufacture of chemicals and chemical products,01-02-2020,121.7,9.05,-2.56
Manufacture of chemicals and chemical products,01-03-2020,101.1,-21.57,-16.93
Manufacture of chemicals and chemical products,01-04-2020,53,-54.35,-47.58
Manufacture of chemicals and chemical products,01-05-2020,95.9,-19.34,80.94
Manufacture of chemicals and chemical products,01-06-2020,117.3,1.12,22.31
Manufacture of chemicals and chemical products,01-07-2020,122.2,-1.93,4.18
Manufacture of chemicals and chemical products,01-08-2020,118.9,-1.16,-2.7
Manufacture of chemicals and chemical products,01-09-2020,125.5,5.64,5.55
Manufacture of chemicals and chemical products,01-10-2020,128,10.15,1.99
Manufacture of chemicals and chemical products,01-11-2020,120.4,0.17,-5.94
Manufacture of chemicals and chemical products,01-12-2020,131.8,7.15,9.47
Manufacture of chemicals and chemical products,01-01-2021,131.6,5.36,-0.15
Manufacture of chemicals and chemical products,01-02-2021,119,-2.22,-9.57
Manufacture of chemicals and chemical products,01-03-2021,127.9,26.51,7.48
Manufacture of chemicals and chemical products,01-04-2021,118.1,122.83,-7.66
Manufacture of chemicals and chemical products,01-05-2021,109.1,13.76,-7.62
Manufacture of chemicals and chemical products,01-06-2021,116.3,-0.85,6.6
Manufacture of chemicals and chemical products,01-07-2021,128,4.75,10.06
Manufacture of chemicals and chemical products,01-08-2021,124.8,4.96,-2.5
Manufacture of chemicals and chemical products,01-09-2021,124.3,-0.96,-0.4
Manufacture of chemicals and chemical products,01-10-2021,125.9,-1.64,1.29
Manufacture of chemicals and chemical products,01-11-2021,118.1,-1.91,-6.2
Manufacture of chemicals and chemical products,01-12-2021,125.9,-4.48,6.6
Manufacture of chemicals and chemical products,01-01-2022,124.9,-5.09,-0.79
Manufacture of chemicals and chemical products,01-02-2022,115.3,-3.11,-7.69
Manufacture of chemicals and chemical products,01-03-2022,121.1,-5.32,5.03
Manufacture of chemicals and chemical products,01-04-2022,123.3,4.4,1.82
Manufacture of chemicals and chemical products,01-05-2022,135.6,24.29,9.98
Manufacture of chemicals and chemical products,01-06-2022,133.5,14.79,-1.55
Manufacture of chemicals and chemical products,01-07-2022,137.2,7.19,2.77
Manufacture of chemicals and chemical products,01-08-2022,131.9,5.69,-3.86
Manufacture of chemicals and chemical products,01-09-2022,131.2,5.55,-0.53
Manufacture of chemicals and chemical products,01-10-2022,122.1,-3.02,-6.94
Manufacture of chemicals and chemical products,01-11-2022,124.6,5.5,2.05
Manufacture of chemicals and chemical products,01-12-2022,129.5,2.86,3.93
Manufacture of chemicals and chemical products,01-01-2023,130.2,4.24,0.54
Manufacture of chemicals and chemical products,01-02-2023,122.8,6.5,-5.68
Manufacture of chemicals and chemical products,01-03-2023,130.1,7.43,5.94
Manufacture of chemicals and chemical products,01-04-2023,126.6,2.68,-2.69
Manufacture of chemicals and chemical products,01-05-2023,133.8,-1.33,5.69
Manufacture of chemicals and chemical products,01-06-2023,130.5,-2.25,-2.47
Manufacture of chemicals and chemical products,01-07-2023,128.6,-6.27,-1.46
Manufacture of chemicals and chemical products,01-08-2023,126.8,-3.87,-1.4
Manufacture of chemicals and chemical products,01-09-2023,123.6,-5.79,-2.52
Manufacture of chemicals and chemical products,01-10-2023,126.5,3.6,2.35
Manufacture of chemicals and chemical products,01-11-2023,119.5,-4.09,-5.53
Manufacture of chemicals and chemical products,01-12-2023,127.5,-1.54,6.69
Manufacture of chemicals and chemical products,01-01-2024,127.6,-2,0.08
Manufacture of chemicals and chemical products,01-02-2024,125.4,2.12,-1.72
Manufacture of chemicals and chemical products,01-03-2024,132.3,1.69,5.5
Manufacture of chemicals and chemical products,01-04-2024,127,0.32,-4.01
Manufacture of chemicals and chemical products,01-05-2024,133.2,-0.45,4.88
Manufacture of chemicals and chemical products,01-06-2024,131.7,0.92,-1.13
Manufacture of chemicals and chemical products,01-07-2024,135.2,5.13,2.66
Manufacture of chemicals and chemical products,01-08-2024,129.5,2.13,-4.22
Manufacture of chemicals and chemical products,01-09-2024,129.4,4.69,-0.08
Manufacture of chemicals and chemical products,01-10-2024,129.4,2.29,0
Manufacture of chemicals and chemical products,01-11-2024,123.2,3.1,-4.79
Manufacture of chemicals and chemical products,01-12-2024,131,2.75,6.33
Manufacture of chemicals and chemical products,01-01-2025,130.7,2.43,-0.23
Manufacture of chemicals and chemical products,01-02-2025,121.9,-2.79,-6.73
Manufacture of chemicals and chemical products,01-03-2025,129.8,-1.89,6.48
Manufacture of chemicals and chemical products,01-04-2025,121.8,-4.09,-6.16
Manufacture of chemicals and chemical products,01-05-2025,127.9,-3.98,5.01
Manufacture of chemicals and chemical products,01-06-2025,126.6,-3.87,-1.02
Manufacture of chemicals and chemical products,01-07-2025,134.2,-0.74,6
Manufacture of chemicals and chemical products,01-08-2025,128,-1.16,-4.62
Manufacture of chemicals and chemical products,01-09-2025,129.3,-0.08,1.02
Manufacture of chemicals and chemical products,01-10-2025,125.3,-3.17,-3.09
Manufacture of chemicals and chemical products,01-11-2025,130.9,6.25,4.47
Manufacture of chemicals and chemical products,01-12-2025,132.4,1.07,1.15
Manufacture of coke and refined petroleum products,01-04-2012,96,NULL,NULL
Manufacture of coke and refined petroleum products,01-05-2012,103.4,NULL,7.71
Manufacture of coke and refined petroleum products,01-06-2012,103.7,NULL,0.29
Manufacture of coke and refined petroleum products,01-07-2012,105.7,NULL,1.93
Manufacture of coke and refined petroleum products,01-08-2012,105.7,NULL,0
Manufacture of coke and refined petroleum products,01-09-2012,98.1,NULL,-7.19
Manufacture of coke and refined petroleum products,01-10-2012,112.5,NULL,14.68
Manufacture of coke and refined petroleum products,01-11-2012,108,NULL,-4
Manufacture of coke and refined petroleum products,01-12-2012,112.1,NULL,3.8
Manufacture of coke and refined petroleum products,01-01-2013,112.2,NULL,0.09
Manufacture of coke and refined petroleum products,01-02-2013,101.1,NULL,-9.89
Manufacture of coke and refined petroleum products,01-03-2013,111.7,NULL,10.48
Manufacture of coke and refined petroleum products,01-04-2013,103.6,7.92,-7.25
Manufacture of coke and refined petroleum products,01-05-2013,109.4,5.8,5.6
Manufacture of coke and refined petroleum products,01-06-2013,104.7,0.96,-4.3
Manufacture of coke and refined petroleum products,01-07-2013,109.6,3.69,4.68
Manufacture of coke and refined petroleum products,01-08-2013,112.7,6.62,2.83
Manufacture of coke and refined petroleum products,01-09-2013,106.6,8.66,-5.41
Manufacture of coke and refined petroleum products,01-10-2013,106.4,-5.42,-0.19
Manufacture of coke and refined petroleum products,01-11-2013,102.1,-5.46,-4.04
Manufacture of coke and refined petroleum products,01-12-2013,111.4,-0.62,9.11
Manufacture of coke and refined petroleum products,01-01-2014,110.3,-1.69,-0.99
Manufacture of coke and refined petroleum products,01-02-2014,104.1,2.97,-5.62
Manufacture of coke and refined petroleum products,01-03-2014,115,2.95,10.47
Manufacture of coke and refined petroleum products,01-04-2014,103.3,-0.29,-10.17
Manufacture of coke and refined petroleum products,01-05-2014,108.1,-1.19,4.65
Manufacture of coke and refined petroleum products,01-06-2014,106.2,1.43,-1.76
Manufacture of coke and refined petroleum products,01-07-2014,103.6,-5.47,-2.45
Manufacture of coke and refined petroleum products,01-08-2014,106.5,-5.5,2.8
Manufacture of coke and refined petroleum products,01-09-2014,107.6,0.94,1.03
Manufacture of coke and refined petroleum products,01-10-2014,111.7,4.98,3.81
Manufacture of coke and refined petroleum products,01-11-2014,112,9.7,0.27
Manufacture of coke and refined petroleum products,01-12-2014,116.1,4.22,3.66
Manufacture of coke and refined petroleum products,01-01-2015,113.2,2.63,-2.5
Manufacture of coke and refined petroleum products,01-02-2015,103.4,-0.67,-8.66
Manufacture of coke and refined petroleum products,01-03-2015,111.8,-2.78,8.12
Manufacture of coke and refined petroleum products,01-04-2015,96.8,-6.29,-13.42
Manufacture of coke and refined petroleum products,01-05-2015,115.2,6.57,19.01
Manufacture of coke and refined petroleum products,01-06-2015,113.2,6.59,-1.74
Manufacture of coke and refined petroleum products,01-07-2015,110.4,6.56,-2.47
Manufacture of coke and refined petroleum products,01-08-2015,116.6,9.48,5.62
Manufacture of coke and refined petroleum products,01-09-2015,106.1,-1.39,-9.01
Manufacture of coke and refined petroleum products,01-10-2015,107.8,-3.49,1.6
Manufacture of coke and refined petroleum products,01-11-2015,116.7,4.2,8.26
Manufacture of coke and refined petroleum products,01-12-2015,118.3,1.89,1.37
Manufacture of coke and refined petroleum products,01-01-2016,121.8,7.6,2.96
Manufacture of coke and refined petroleum products,01-02-2016,114.5,10.74,-5.99
Manufacture of coke and refined petroleum products,01-03-2016,126.7,13.33,10.66
Manufacture of coke and refined petroleum products,01-04-2016,114.7,18.49,-9.47
Manufacture of coke and refined petroleum products,01-05-2016,117.3,1.82,2.27
Manufacture of coke and refined petroleum products,01-06-2016,118.9,5.04,1.36
Manufacture of coke and refined petroleum products,01-07-2016,123.3,11.68,3.7
Manufacture of coke and refined petroleum products,01-08-2016,117.7,0.94,-4.54
Manufacture of coke and refined petroleum products,01-09-2016,111.8,5.37,-5.01
Manufacture of coke and refined petroleum products,01-10-2016,124,15.03,10.91
Manufacture of coke and refined petroleum products,01-11-2016,117.2,0.43,-5.48
Manufacture of coke and refined petroleum products,01-12-2016,124.3,5.07,6.06
Manufacture of coke and refined petroleum products,01-01-2017,119.6,-1.81,-3.78
Manufacture of coke and refined petroleum products,01-02-2017,111.2,-2.88,-7.02
Manufacture of coke and refined petroleum products,01-03-2017,129.5,2.21,16.46
Manufacture of coke and refined petroleum products,01-04-2017,116.3,1.39,-10.19
Manufacture of coke and refined petroleum products,01-05-2017,123.6,5.37,6.28
Manufacture of coke and refined petroleum products,01-06-2017,117.5,-1.18,-4.94
Manufacture of coke and refined petroleum products,01-07-2017,118.2,-4.14,0.6
Manufacture of coke and refined petroleum products,01-08-2017,121.2,2.97,2.54
Manufacture of coke and refined petroleum products,01-09-2017,121.4,8.59,0.17
Manufacture of coke and refined petroleum products,01-10-2017,129.1,4.11,6.34
Manufacture of coke and refined petroleum products,01-11-2017,123,4.95,-4.73
Manufacture of coke and refined petroleum products,01-12-2017,131.5,5.79,6.91
Manufacture of coke and refined petroleum products,01-01-2018,133.3,11.45,1.37
Manufacture of coke and refined petroleum products,01-02-2018,118.8,6.83,-10.88
Manufacture of coke and refined petroleum products,01-03-2018,128.6,-0.69,8.25
Manufacture of coke and refined petroleum products,01-04-2018,117.7,1.2,-8.48
Manufacture of coke and refined petroleum products,01-05-2018,129.7,4.94,10.2
Manufacture of coke and refined petroleum products,01-06-2018,131.3,11.74,1.23
Manufacture of coke and refined petroleum products,01-07-2018,131,10.83,-0.23
Manufacture of coke and refined petroleum products,01-08-2018,123.9,2.23,-5.42
Manufacture of coke and refined petroleum products,01-09-2018,121.7,0.25,-1.78
Manufacture of coke and refined petroleum products,01-10-2018,131.2,1.63,7.81
Manufacture of coke and refined petroleum products,01-11-2018,126.7,3.01,-3.43
Manufacture of coke and refined petroleum products,01-12-2018,124.4,-5.4,-1.82
Manufacture of coke and refined petroleum products,01-01-2019,130.2,-2.33,4.66
Manufacture of coke and refined petroleum products,01-02-2019,118.3,-0.42,-9.14
Manufacture of coke and refined petroleum products,01-03-2019,134.6,4.67,13.78
Manufacture of coke and refined petroleum products,01-04-2019,122.3,3.91,-9.14
Manufacture of coke and refined petroleum products,01-05-2019,127,-2.08,3.84
Manufacture of coke and refined petroleum products,01-06-2019,121.2,-7.69,-4.57
Manufacture of coke and refined petroleum products,01-07-2019,131.9,0.69,8.83
Manufacture of coke and refined petroleum products,01-08-2019,128,3.31,-2.96
Manufacture of coke and refined petroleum products,01-09-2019,115.2,-5.34,-10
Manufacture of coke and refined petroleum products,01-10-2019,132.1,0.69,14.67
Manufacture of coke and refined petroleum products,01-11-2019,129,1.82,-2.35
Manufacture of coke and refined petroleum products,01-12-2019,125.9,1.21,-2.4
